,Sno,Song ID,Song Name,Artist Name,Album Name,Release Date,Acousticness,Dancebility,Song Duration,Energy,Instrumentalness,Key,Liveliness,Loudness,Mode,Speechiness,Tempo,Time Signature,Valence,Popularity,Genre
7719,7719,29KRWp49DyHI8a6PwvZpxw,Don't You Worry Child - Radio Edit,Various Artists,Autopilot,12-10-2022,0.117,0.609,211360,0.83,0,11,0.18,-3.229,0,0.0552,128.986,4,0.478,2,edm
7310,7310,3Mpz9tU5tLEkYKDMUOi067,Let It Die,Ellie Goulding,Let It Die,19-10-2022,0.44,0.577,166890,0.869,2.99E-06,2,0.0721,-5.305,0,0.205,119.939,4,0.696,66,edm
7501,7501,2bCjaF7cRm53Wdq9RtkYJu,Neck And Neck - DNMO Remix,Zeds Dead,Northern Lights (Remixes),09-06-2017,0.0188,0.601,182400,0.591,0.0766,5,0.126,-7.407,0,0.0337,150.044,4,0.37,59,edm
7782,7782,0zGslPnsz6og7wIYbs8uFQ,Bad Memories,Various Artists,Gaming EDM 2022,24-10-2022,0.118,0.607,148629,0.767,0,5,0.122,-6.069,0,0.0474,123.998,3,0.662,0,edm
7761,7761,0SZPXD0uEl72YjUVY2K3E9,"The Business, Pt. II",Tiësto,"The Business, Pt. II",21-01-2021,0.138,0.658,164267,0.747,0,8,0.129,-6.567,0,0.0971,120.073,4,0.326,62,edm
7452,7452,6iC7vapdKp0XlKhxOkp8QJ,BOOM,Tiësto,BOOM,26-01-2018,0.0164,0.886,179512,0.84,0.00622,2,0.329,-3.386,1,0.0502,123.035,4,0.203,69,edm
7190,7190,1DFFC0YXUxQMPYKImGSK2u,Don't Be Shy,Various Artists,Prime Feelgood,21-10-2022,0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,0,edm
7615,7615,1zYsvExrADZ5L7Epqd5J6D,Get Up (Rattle),Bingo Players,Get Up (Rattle),01-01-2013,0.0204,0.802,166760,0.981,3.55E-06,7,0.256,-2.708,1,0.0658,127.974,4,0.804,55,edm
7320,7320,1JaKuvkBdcr6ym021X2Pq6,Tough Love,Various Artists,pov: it's 2019,19-10-2022,0.143,0.402,191248,0.755,0,8,0.357,-4.837,1,0.043,108.17,4,0.622,0,edm
7585,7585,3hmOHDyG0ar79kBeRwD2V4,Take Your Time - D.O.D Remix,ARTY,Take Your Time (D.O.D Remix),02-04-2021,0.166,0.487,197402,0.682,0.000634,7,0.0877,-4.6,1,0.0527,123.391,4,0.356,61,edm
7146,7146,3S7A85bAWOd6ltk6r2ANOI,U Are My High,DJ Snake,U Are My High,28-07-2021,0.0221,0.503,180480,0.783,0.00223,0,0.14,-4.761,0,0.0385,125.122,4,0.213,71,edm
7896,7896,66XDf77gBcfQKi4I2vIbTj,Waste It On Me,Steve Aoki,Neon Future III,09-11-2018,0.252,0.669,192536,0.684,0,7,0.72,-4.595,1,0.0585,96.097,4,0.466,63,edm
7376,7376,6g17XDgLWaPEIj6vcDQCCA,Colors (feat. Eyelar) - REAPER Remix,Gryffin,Colors (feat. Eyelar) [Remixes],14-10-2022,0.00645,0.365,191120,0.969,0.19,9,0.106,-1.053,0,0.0934,173.987,4,0.0765,58,edm
7216,7216,4jJpoFWbhq3cbWTtH9XNKa,Tongue Tied,Various Artists,Gaming Electronic 2021,24-10-2022,0.0239,0.626,185806,0.825,0,1,0.415,-2.673,0,0.0543,93.005,4,0.447,0,edm
7402,7402,3MoV1UsAJmz64LHqyiRMp0,Say My Name,David Guetta,7,14-09-2018,0.137,0.703,198946,0.66,0,10,0.192,-5.119,0,0.123,95.031,4,0.79,61,edm
7485,7485,27bZ77uG7mEhydpaPvThR6,Turn Back Time,Diplo,Turn Back Time,20-11-2020,0.176,0.751,147260,0.783,0.000933,10,0.114,-7.974,0,0.0332,123.998,4,0.398,60,edm
7236,7236,5x4vgABKiGp4Vg7ZyFRxhn,Run It (feat. Rick Ross & Rich Brian),88rising,Shang-Chi and The Legend of The Ten Rings: The Album,03-09-2021,0.0195,0.688,163373,0.725,7.63E-06,2,0.0726,-7.806,1,0.044,104.006,4,0.225,69,edm
7574,7574,5wM6LOw2U6XeIFHfsgI6wU,Love You Back,Madeon,Love You Back,27-04-2022,0.00454,0.511,214103,0.718,9.61E-05,11,0.0913,-7.46,1,0.0367,106.016,4,0.274,60,edm
7347,7347,6JOlNkT0QdHeZB0wPbI9IR,Turn Me On (feat. Nicki Minaj),David Guetta,Nothing but the Beat 2.0,24-08-2011,0.0488,0.705,199680,0.794,0,8,0.575,-2.266,1,0.0593,127.961,4,0.412,58,edm
7905,7905,1ps3vLQH1LUo5xje01GsxN,Colors (feat. Eyelar) - helloworld Remix,Gryffin,Colors (feat. Eyelar) [Remixes],21-10-2022,0.195,0.475,220689,0.764,0,0,0.131,-5.079,1,0.0523,86.982,4,0.333,27,edm
7459,7459,0lqgo6rIBS0nVsvppZC3Ay,Loop,Martin Garrix,Loop,15-07-2022,0.0628,0.693,190560,0.725,0.00785,5,0.157,-6.318,0,0.0439,125.068,4,0.379,66,edm
7646,7646,0Dh3d5wUSDiqxdajrrWX3t,When I'm Gone,Various Artists,Night Drive Autumn/Winter 2022/23,19-10-2022,0.028,0.685,161266,0.886,0,0,0.481,-4.179,1,0.034,125.034,4,0.615,0,edm
7311,7311,6UbfuPifNmblRiaE8vQ08U,Love & War - Yellow Claw G-Funk Remix,Yellow Claw,"Los Amsterdam (Remixes, Pt. 1)",06-09-2017,0.00156,0.725,115546,0.74,0.000464,8,0.338,-5.08,1,0.0323,92.978,4,0.827,63,edm
7206,7206,2DEQAi3HSie56MG0M5pGwJ,Don't Be Shy,Various Artists,Today's Party Hits,21-10-2022,0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,0,edm
7095,7095,6cx06DFPPHchuUAcTxznu9,Head & Heart (feat. MNEK),Joel Corry,Head & Heart (feat. MNEK),03-07-2020,0.168,0.734,166028,0.874,1.14E-05,8,0.0489,-3.158,1,0.0662,122.953,4,0.905,79,edm
7742,7742,30WZViwU19Gq6aKQ1QBpeB,Chain My Heart,Various Artists,pov: it's 2021,19-10-2022,0.0791,0.663,146880,0.849,1.20E-06,11,0.192,-4.462,0,0.0334,123.992,4,0.722,0,edm
7148,7148,2yEHX6MqAXPyD7bm47A2Br,Pump It Louder,Tiësto,Pump It Louder,07-10-2022,0.00789,0.66,158571,0.942,1.76E-05,4,0.834,-2.273,1,0.185,126.017,4,0.543,76,edm
7648,7648,4tcm76DyNJiOhj7x7u10va,Chasing Stars,Various Artists,pov: it's 2021,19-10-2022,0.0169,0.594,170457,0.64,0,10,0.135,-6.865,1,0.033,92.871,4,0.492,0,edm
7408,7408,5poevcmYCOZ8uZQnUuOPxC,Always,The Him,Always,10-11-2017,0.0699,0.491,193103,0.612,0,10,0.0946,-5.761,1,0.0796,173.846,4,0.279,61,edm
7750,7750,17vet66oUJBu8wqbMos7Qc,Kernkraft 400 (A Better Day),Various Artists,Arbeitsmusik Herbst/Winter 2022/2023,20-10-2022,0.184,0.623,165800,0.727,2.02E-05,11,0.309,-5.57,0,0.0562,125.975,4,0.4,1,edm
7492,7492,2hLczPN5CH5qhc6J4WBJHs,My Feelings For You - Mark Knight Remix,Avicii,My Feelings For You (Mark Knight Remix),15-07-2022,0.0055,0.728,224515,0.95,0.00386,11,0.33,-4.216,0,0.0977,124.003,4,0.812,67,edm
7722,7722,0ohRAI2OS61ulh4cJs4i2e,Antidote - Radio Edit,Various Artists,Electro sounds,17-10-2022,0.00636,0.648,177249,0.86,0.0289,7,0.135,-4.974,1,0.11,128.03,4,0.625,1,edm
7393,7393,3yZsBXwiQkqLjnWYip17Uu,Doses & Mimosas (Vintage Culture & Zerky Remix) - Radio Edit,Vintage Culture,Doses & Mimosas (Vintage Culture & Zerky Remix) [Radio Edit],12-03-2021,0.00245,0.782,229586,0.728,7.90E-05,5,0.241,-6.568,1,0.146,122.035,4,0.602,61,edm
7850,7850,4nRwznPhpULuqcqRw9KAUd,Hole In My Heart (with Livingston),Louis The Child,Euphoria,15-10-2021,0.0144,0.813,171326,0.702,0,7,0.211,-5.313,0,0.103,124.06,4,0.65,58,edm
7795,7795,0u5K7xSRTLnBkeERwTypzN,Piece Of Your Heart,Various Artists,pov: it's 2019,19-10-2022,0.0405,0.677,152913,0.744,0.000153,10,0.074,-6.806,0,0.0296,124.077,4,0.631,0,edm
7379,7379,48Jf12YHPBCAfAzi255Rvr,Redlight,Swedish House Mafia,Paradise Again,15-04-2022,0.00879,0.71,242880,0.63,0.147,2,0.058,-7.003,1,0.0413,125,4,0.216,70,edm
7084,7084,3vv9phIu6Y1vX3jcqaGz5Z,Roses,The Chainsmokers,Roses,16-06-2015,0.0435,0.713,226738,0.802,0.00377,4,0.309,-7.055,1,0.0561,100.001,4,0.343,73,edm
7572,7572,4ODnJrz0C3AJ4DFv8YQhJ8,Sunrise (feat. Jason Walker),Kygo,Kids in Love,03-11-2017,0.211,0.636,214826,0.6,0,6,0.141,-6.964,1,0.0288,100.051,4,0.476,63,edm
7457,7457,3haS1MDe2Zh8jJaeiiymSt,Five Hours,Deorro,Five Hours,14-10-2014,0.0197,0.88,326887,0.821,0.661,5,0.234,-2.545,0,0.118,127.907,4,0.575,59,edm
7507,7507,3ZCLZ1tQf9Pcl2UO8s6JnN,By Your Side,Mike Perry,By Your Side,25-09-2020,0.0289,0.637,155121,0.813,0,7,0.0906,-5.199,1,0.0544,122.963,4,0.429,66,edm
7127,7127,0sPrs9vLFdRRTllqlwL4v1,Caught Up (with Olivia O'Brien),Gryffin,Caught Up (with Olivia O'Brien),13-05-2022,0.00953,0.704,173214,0.822,0.0011,5,0.156,-4.691,0,0.0367,122.032,4,0.534,68,edm
7677,7677,3ydFRJUABULlXklU1M24TV,Together,SIDEPIECE,Together,13-11-2020,0.184,0.727,186341,0.749,0.00666,2,0.105,-5.811,0,0.0327,125.056,4,0.466,61,edm
7276,7276,0suLmBuEbatdochI4tHduq,FEELING GUD,NGHTMRE,FEELING GUD,07-02-2020,0.0145,0.484,190682,0.94,0.000323,5,0.266,-3.682,0,0.257,173.741,4,0.334,63,edm
7145,7145,65ES1qwOB577ZnTkizMXJJ,HUMBLE. - SKRILLEX REMIX,Skrillex,HUMBLE. (SKRILLEX REMIX),29-09-2017,0.00794,0.901,156800,0.934,7.68E-05,11,0.194,-2.345,1,0.273,150.037,4,0.868,70,edm
7563,7563,6kPJZM97LwdG9QIsT7khp6,Solo (feat. Demi Lovato),Clean Bandit,Solo (feat. Demi Lovato),17-05-2018,0.0441,0.737,222653,0.636,6.66E-05,11,0.35,-4.546,0,0.0437,105.005,4,0.565,71,edm
7867,7867,3CdYdWhfe2yCB6gU3neEk6,Willow Tree,Rival,Willow Tree,23-11-2018,0.446,0.515,188800,0.719,0,8,0.365,-7.38,0,0.0545,75.024,4,0.445,59,edm
7758,7758,1YKp8PG1DEQJ0hLc2CJGO8,You Give Me A Feeling,Vintage Culture,You Give Me A Feeling,12-11-2021,0.259,0.761,185896,0.867,0.615,2,0.0689,-6.168,1,0.0499,126.03,4,0.679,67,edm
7825,7825,57DJaoHdeeRrg7MWthNnee,Body Back (feat. Maia Wright),Gryffin,Gravity,24-10-2019,0.0931,0.687,214546,0.832,1.32E-06,8,0.183,-4.434,1,0.0366,123.036,4,0.448,60,edm
7172,7172,2QtJA4gbwe1AcanB2p21aP,Stay The Night - Featuring Hayley Williams Of Paramore,Zedd,Clarity (Deluxe),2012,0.109,0.596,217346,0.738,0,8,0.0947,-3.109,1,0.0411,127.961,4,0.461,65,edm
7539,7539,69gQgkobVW8bWjoCjBYQUd,I Got U,Duke Dumont,EP1,01-01-2014,0.00377,0.636,285596,0.761,0.00784,9,0.0851,-7.752,0,0.035,120.837,4,0.463,59,edm
7462,7462,67lbzVADsqJJ6tyVk0XCgn,Chain My Heart,Topic,Chain My Heart,11-06-2021,0.0791,0.663,146880,0.849,1.20E-06,11,0.192,-4.462,0,0.0334,123.992,4,0.722,70,edm
7153,7153,4j2qiNmwQVFZYrWK3EOcVJ,I'm Good (Blue) - REAPER Remix,David Guetta,I'm Good (Blue) [REAPER Remix],21-10-2022,0.00287,0.472,173620,0.987,0.13,7,0.27,-2.224,1,0.113,174.02,4,0.363,42,edm
7449,7449,36orMWv2PgvnzXsd5CJ0yL,Post Malone (feat. RANI),Sam Feldt,Post Malone (feat. RANI) [Joe Stone Remix],16-08-2019,0.0771,0.59,174444,0.642,0,7,0.105,-3.87,1,0.122,107.356,4,0.651,64,edm
7598,7598,1SN1vSPsr4V4tIUTR3s8YW,Fast Car,Jonas Blue,Blue,09-11-2018,0.469,0.672,212424,0.578,0,9,0.312,-6.621,1,0.0569,113.945,4,0.548,73,edm
7323,7323,6qCDXY8jhHTEy0WHgufgjx,Waiting For Love,Various Artists,Gaming Top Hits,24-10-2022,0.276,0.598,232880,0.688,0,6,0.559,-4.147,0,0.0615,128.007,4,0.651,0,edm
7421,7421,5JDmVwlWTzbwpxm1Qx9oFh,On Repeat,Various Artists,From The Ashes - New Beats,21-10-2022,0.0246,0.609,190217,0.801,0.00255,1,0.37,-8.483,0,0.0694,122.958,4,0.202,0,edm
7826,7826,11SEKnYpFCFRXnUap3Cso2,All In A Dream,LP Giobbi,All In A Dream,29-06-2022,0.112,0.705,230015,0.524,0.26,2,0.109,-9.776,0,0.032,119.987,4,0.219,61,edm
7436,7436,0RhLvAINBnJo65rZMIVdOR,Something In The Way You Move,Various Artists,Fiesta de disfraces vol. II,21-10-2022,0.0402,0.66,226573,0.804,0,1,0.129,-6.133,0,0.0485,109,4,0.359,1,edm
7504,7504,6eXFl418w8hsxKcLgv1jwJ,Lonely (with Jonas Brothers),Diplo,Diplo Presents Thomas Wesley Chapter 1: Snake Oil,27-05-2020,0.0611,0.739,139809,0.717,0,1,0.206,-5.123,1,0.0565,98.047,4,0.529,63,edm
7281,7281,4ASOMWcJUrwEpjJy4GEijz,California Dreamin' (feat. High Jinx),Chris Lorenzo,California Dreamin' (feat. High Jinx),08-10-2021,0.00552,0.685,196899,0.911,0.0247,9,0.285,-4.977,1,0.144,128.02,4,0.351,73,edm
7265,7265,0am001WwFBVGDGLwRh3ixi,Rather Be (feat. Jess Glynne),Clean Bandit,New Eyes,02-06-2014,0.162,0.799,227833,0.586,2.03E-06,11,0.193,-6.735,1,0.0377,120.97,4,0.549,61,edm
7411,7411,5ktOGNBypzC0E6mQ8hHDjk,Best They Ever Had,ROZES,Best They Ever Had,07-01-2022,0.37,0.743,159413,0.71,0,11,0.0807,-5.606,1,0.0292,112.992,4,0.83,61,edm
7161,7161,6y6xhAgZjvxy5kR5rigpY3,Chasing Stars (feat. James Bay),Alesso,Chasing Stars (feat. James Bay),20-08-2021,0.0169,0.594,170457,0.64,0,10,0.135,-6.865,1,0.033,92.871,4,0.492,71,edm
7163,7163,57kR5SniQIbsbVoIjjOUDa,You Know You Like It,DJ Snake,You Know You Like It,14-10-2014,0.0141,0.407,247266,0.725,2.46E-06,5,0.306,-5.346,0,0.188,196.093,4,0.247,69,edm
7689,7689,0JvNnk5PX2XuWwB3iMG49c,My Heart Goes (La Di Da),Various Artists,Night Drive Autumn/Winter 2022/23,19-10-2022,0.0185,0.695,148960,0.781,3.12E-05,7,0.295,-5.578,0,0.0452,124.04,4,0.456,0,edm
7909,7909,5HY6wvH4sD3t7LOqGBOOSE,Too Much,Marc Benjamin,Too Much,16-10-2020,0.0991,0.754,153750,0.785,0.00599,4,0.268,-5.003,0,0.0384,128.026,4,0.0901,65,edm
7594,7594,27YD36FUikKxbp3bKSiKGZ,First Time (feat. Dylan Matthew),Seven Lions,First Time (feat. Dylan Matthew),12-10-2018,0.251,0.422,297782,0.677,3.55E-06,11,0.16,-5.76,1,0.0365,150.131,4,0.146,56,edm
7419,7419,3PoyQjzOxIF9Q6zxr7XhMy,On Repeat,Various Artists,Miss You,21-10-2022,0.0246,0.609,190217,0.801,0.00255,1,0.37,-8.483,0,0.0694,122.958,4,0.202,0,edm
7486,7486,17ejRbr6B8l9zdqgCZsn4m,Nobody Compares To You (feat. Katie Pearlman),Gryffin,Gravity,24-10-2019,0.229,0.59,231290,0.764,0,2,0.192,-4.735,1,0.0467,104.911,4,0.331,63,edm
7350,7350,6deDpxfbapjMLgHoaNuAx6,How Do You Love (with Lee Brice & Lindsay Ell),Cheat Codes,How Do You Love (with Lee Brice & Lindsay Ell),29-10-2021,0.256,0.506,210438,0.917,0,4,0.352,-4.698,1,0.0638,152.004,4,0.674,63,edm
7228,7228,6pooRNiLyYpxZeIA5kJ5EX,Good Things Fall Apart (with Jon Bellion),ILLENIUM,Good Things Fall Apart (with Jon Bellion),13-05-2019,0.0128,0.643,216668,0.594,0,2,0.118,-5.453,1,0.0318,144.033,4,0.442,63,edm
7303,7303,3QqHt507QJZCzluEYsnv4u,Lifetime (with Ty Dolla $ign & 070 Shake),Swedish House Mafia,Paradise Again,15-04-2022,0.0205,0.584,186805,0.718,2.99E-06,11,0.906,-7.824,0,0.126,99.841,4,0.155,68,edm
7144,7144,6hmhG1b4LEyNuashVvuIAo,Never Forget You,Zara Larsson,So Good,17-03-2017,0.00312,0.583,213427,0.732,9.86E-06,11,0.269,-5.728,0,0.0457,145.992,4,0.276,73,edm
7654,7654,1aJMAxzhtScf4nJCbXX1O2,REMEDY,Various Artists,Concierto en la ducha,21-10-2022,0.269,0.601,190295,0.777,0,0,0.0883,-4.612,1,0.0471,119.963,4,0.485,0,edm
7957,7957,73h6Ma5QhBFrshEN2CTevS,Someday,Kygo,Golden Hour,29-05-2020,0.174,0.612,223716,0.686,0,7,0.141,-6.838,1,0.12,122.115,4,0.327,56,edm
7793,7793,5ip3FCi89E2eDtId6kcJmo,Silence - Illenium Remix,Marshmello,Silence (Illenium Remix),12-10-2017,0.0483,0.475,205119,0.801,0.00178,4,0.239,-3.071,1,0.0381,141.92,4,0.296,58,edm
7550,7550,3HSWaauCSlQ8TSdvEZYjVh,Let Me Love You,Various Artists,Girls Night,11-10-2022,0.0863,0.475,205946,0.715,2.67E-05,8,0.135,-5.371,1,0.058,199.892,4,0.159,1,edm
7700,7700,48fPdAwGVoSkGK8GSez9yx,Anything,Alison Wonderland,Anything,13-11-2020,0.184,0.768,226000,0.908,0.546,5,0.0583,-5.014,0,0.0486,120.042,4,0.423,59,edm
7653,7653,5H0xR4dppOkdPqAQXd78CF,Heroes (we could be),Various Artists,Larga Vida al Electro,11-10-2022,0.0308,0.504,211573,0.748,0,5,0.295,-4.124,1,0.062,125.889,4,0.356,0,edm
7417,7417,0qXBEvyDJ9bSPKRXJ0pMxy,On Repeat,Various Artists,Pop Hits Now,21-10-2022,0.0246,0.609,190217,0.801,0.00255,1,0.37,-8.483,0,0.0694,122.958,4,0.202,0,edm
7547,7547,3JEKqFstldGkGct2tBM7mF,Let Me Love You,Various Artists,Gaming EDM 2022,24-10-2022,0.0863,0.475,205946,0.715,2.67E-05,8,0.135,-5.371,1,0.058,199.892,4,0.159,0,edm
7647,7647,1wLp6kHSEGXGMHfONnUaxN,Heroes (we could be),Various Artists,Electro sounds,17-10-2022,0.0308,0.504,211573,0.748,0,5,0.295,-4.124,1,0.062,125.889,4,0.356,1,edm
7440,7440,3Vh4nSqr35BOdINsqosOph,Close To Me,Various Artists,Queda poco para la PAES,21-10-2022,0.0946,0.572,182626,0.75,0,1,0.378,-5.042,0,0.0604,144.081,4,0.475,0,edm
7894,7894,5WokFKscrfGEGGLPTu3jgO,WOW (feat. Sabrina Carpenter) - Remix,Zara Larsson,WOW (feat. Sabrina Carpenter) [Remix],25-09-2020,0.469,0.702,179652,0.744,0,6,0.0915,-4.063,0,0.0861,77.486,4,0.305,66,edm
7634,7634,6WLZljpPR8EiUT2LDubJ6T,Aguila ft. Cumbiafrica,HUGEL,Aguila ft. Cumbiafrica,22-07-2022,0.00304,0.812,168600,0.816,0.000128,6,0.112,-5.584,0,0.0432,125.001,4,0.211,66,edm
7912,7912,5q7AR3TkyCxlgxAjBMu4yL,Therapy,Conro,Level Days,22-05-2020,0.0162,0.745,186150,0.6,0.00271,1,0.0628,-8.863,1,0.118,99.975,4,0.921,58,edm
7007,7007,4qu63nuBpdn0qHUHuObEj1,Leave Before You Love Me (with Jonas Brothers),Marshmello,Leave Before You Love Me,21-05-2021,0.00226,0.721,154983,0.738,4.41E-06,7,0.118,-4.77,1,0.0403,119.976,4,0.637,85,edm
7183,7183,2n6qz4opcJlHsEpI8030YM,Check Out,J. Worra,Check Out,05-11-2021,0.00577,0.814,174138,0.675,0.0818,10,0.0956,-6.761,0,0.042,125,4,0.776,70,edm
7173,7173,3LEgGAl9zLcQWGTp7ptqtQ,Don’t Wake Me Up,Jonas Blue,Don’t Wake Me Up,07-01-2022,0.222,0.621,188894,0.747,0.000194,11,0.147,-5.084,1,0.0337,124.015,4,0.426,76,edm
7878,7878,3yvHcaY61FpeSiLiHiIST4,Rule The World (feat. ILIRA),GAMPER & DADONI,Rule The World (feat. ILIRA),06-11-2020,0.00974,0.717,170785,0.627,0,8,0.222,-8.198,1,0.0966,125.965,4,0.437,67,edm
7924,7924,5yL2dV8sTkIgMEArGQiBdT,Loveless (with Teddy Swims),TELYKast,Loveless (with Teddy Swims),25-03-2022,0.0154,0.726,183870,0.693,0.000266,5,0.0971,-5.82,0,0.0437,123.96,4,0.387,58,edm
7361,7361,10Q3ASy9okYt85040yV46c,Shivering (feat. Spiritbox),ILLENIUM,Shivering (feat. Spiritbox),13-05-2022,0.00594,0.428,300916,0.907,1.71E-06,4,0.129,-3.063,0,0.163,149.955,4,0.244,61,edm
7778,7778,6rdv8R49F1Z62jtu6AOtAd,Tell It To My Heart,Various Artists,Gaming EDM 2022,24-10-2022,0.0265,0.539,165524,0.715,0,11,0.609,-6.639,0,0.0595,123.854,4,0.489,0,edm
7214,7214,0yLkV9faqUbeejohPNxa8a,Don't Be Shy,Various Artists,Objectif Running : Dance,21-10-2022,0.198,0.77,140500,0.787,0,11,0.262,-3.748,0,0.0583,119.986,4,0.513,0,edm
7110,7110,4RpwQDPnn1GhWpZooUcCzd,On the Level,Mac DeMarco,This Old Dog,05-05-2017,0.0927,0.573,227653,0.473,0.398,8,0.199,-10.838,0,0.0269,77.494,4,0.523,68,edm
7477,7477,6mpK1E4JUAoAuoEDoaenYL,Nothing's Perfect,NGHTMRE,Nothing's Perfect,08-09-2022,0.00672,0.54,186375,0.749,2.30E-05,2,0.147,-7.896,1,0.042,154.024,4,0.469,60,edm
7607,7607,5uu28fUesZMl89lf9CLrgN,Feels Great (feat. Fetty Wap & CVBZ),Cheat Codes,Feels Great (feat. Fetty Wap & CVBZ),12-10-2017,0.0454,0.522,193568,0.833,0,0,0.127,-3.715,1,0.0575,180.009,4,0.296,56,edm
7438,7438,30KPG6tcT4DAYsYdTEBoXh,Hate Me,Various Artists,pov: it's 2019,19-10-2022,0.102,0.658,186226,0.791,0,8,0.139,-4.66,1,0.0512,75.017,4,0.744,1,edm
7505,7505,6O9Ae183gg3Y1cgPdbjwDz,Perdoname,Deorro,Perdoname,02-12-2014,0.000926,0.855,270053,0.856,0.00271,9,0.959,-2.574,0,0.105,127.989,4,0.516,63,edm
7030,7030,6f3Slt0GbA2bPZlz0aIFXN,The Business,Tiësto,The Business,16-09-2020,0.414,0.798,164000,0.62,0.0192,8,0.112,-7.079,0,0.232,120.031,4,0.235,82,edm
7182,7182,1LF3HPHVajnRT1mPCOqfOF,Another (Demo) One #2,Mac DeMarco,Another (Demo) One,16-04-2016,0.818,0.774,166833,0.454,0.000977,5,0.181,-8.441,1,0.0282,139.808,4,0.737,64,edm
7239,7239,1O73ZKgl0THUImkHW6dfAL,Never Really Loved Me (with Dean Lewis),Kygo,Never Really Loved Me (with Dean Lewis),01-07-2022,0.289,0.614,202158,0.642,0,1,0.13,-5.473,1,0.0449,117.94,4,0.218,72,edm
7660,7660,2ud5ukcAgwOki5PyE53mPl,In My Mind - Axwell Radio Edit,Ivan Gough,In My Mind,30-01-2012,0.0393,0.514,185624,0.823,4.44E-06,7,0.374,-4.608,0,0.0596,128.015,4,0.368,63,edm
7801,7801,7nwEab6Y4LXbKUZDNofOag,Numb - Alok Remix,Marshmello,Numb (Alok Remix),12-08-2022,0.00632,0.639,172913,0.965,0.148,5,0.364,-5.21,1,0.0435,127.027,4,0.408,67,edm
7608,7608,1VCHNbal0VtE2plMRzvoho,Weekend,Louis The Child,Weekend,01-07-2016,0.26,0.684,175058,0.774,0,7,0.108,-5.951,1,0.188,84.991,4,0.448,56,edm
7493,7493,2DqhE7xzpGNsKYbptqblJg,Good Things Fall Apart vs. Sad Songs (With Said The Sky feat. Annika Wells),ILLENIUM,ASCEND (Tour Edits),12-06-2020,0.11,0.563,366252,0.555,1.02E-06,2,0.108,-5.429,1,0.0288,144.336,4,0.267,58,edm
7768,7768,6bC7spF0E7vVSFVN7DQ7dD,The Little Things (feat. Angela McCluskey) - Kasbo Remix,Big Gigantic,Brighter Future (Deluxe Version),30-08-2017,0.222,0.483,183893,0.58,2.32E-06,10,0.0946,-5.677,1,0.0442,85.221,4,0.208,55,edm
7296,7296,7Bx0oBgnEfVR2bCs6Aul0X,Worst Day,ILLENIUM,Worst Day,21-10-2022,0.0698,0.534,167274,0.839,0,2,0.264,-2.951,1,0.053,155.002,4,0.576,63,edm
7151,7151,7CHi4DtfK4heMlQaudCuHK,Lose Control,MEDUZA,Lose Control,11-10-2019,0.129,0.598,168387,0.526,0,10,0.14,-8.659,0,0.0415,123.935,4,0.529,77,edm
7601,7601,1WMCwGfNf4ndXbsvHPVqlh,Told You So,Mike Perry,Told You So,31-01-2020,0.0391,0.699,146355,0.813,0,1,0.145,-4.177,1,0.112,100.1,4,0.263,62,edm
7213,7213,1MJ4JImHw0LCpK26EGrVsC,The Motto,Various Artists,Workout by the Fitness Marshall,21-10-2022,0.0301,0.754,164818,0.763,2.23E-05,7,0.0901,-4.627,0,0.0435,117.953,4,0.464,0,edm
7984,7984,7mXNYEVh9FW72c12qBaO3p,Only You,Alesso,Only You,25-03-2022,0.00235,0.483,145174,0.917,0.000347,3,0.119,-2.528,1,0.0438,129.035,4,0.323,62,edm
7082,7082,5icOoE6VgqFKohjWWNp0Ac,Here With Me,Marshmello,Here With Me,08-03-2019,0.0623,0.791,156346,0.565,0,5,0.156,-3.933,0,0.0439,99.961,4,0.181,75,edm
7731,7731,0qaWEvPkts34WF68r8Dzx9,Turn Me On (feat. Vula),Riton,Turn Me On (feat. Vula),13-09-2019,0.0149,0.737,208473,0.828,0.000588,11,0.0862,-4.711,1,0.0396,124.051,4,0.517,72,edm
7663,7663,5o1mS67lEoLCeFobGIaNb2,Forever And A Day,LP Giobbi,Forever And A Day,16-08-2022,0.104,0.658,166230,0.546,0.000211,7,0.158,-9.31,1,0.0318,125.06,4,0.289,62,edm
7903,7903,3mof6Z6vz6gonsuIEQXank,Limelight (NGHTMRE Remix),Just A Gent,Limelight (NGHTMRE Remix),12-10-2015,0.0579,0.574,254896,0.576,0.00147,1,0.208,-8.267,1,0.0446,145.094,4,0.287,55,edm
7717,7717,5yX3kZyw1nM14mRiZO1Irb,Your Side Of The Bed - Steve Reece Remix,Loote,Your Side Of The Bed (Remixes),22-06-2018,0.0698,0.751,162200,0.675,0,8,0.131,-4.654,1,0.0273,109.991,4,0.596,61,edm
7044,7044,3OrpAEmmRZxCjDjc1L8rXL,If You Really Love Me (How Will I Know),Various Artists,Morning Feel Good,14-10-2022,0.0512,0.692,184390,0.883,0,7,0.228,-4.698,1,0.0582,122.984,4,0.614,0,edm
7315,7315,5uYqvsGO7g9UnmjqGmMAdk,Tough Love,Various Artists,Gaming Electronic 2021,24-10-2022,0.143,0.402,191248,0.755,0,8,0.357,-4.837,1,0.043,108.17,4,0.622,0,edm
